episode_seed,mapping_id,node_id,group_size,batch_size,selected_matches_baseline,candidate_count,risk_reducing_count,best_relative_regret,best_absolute_regret,best_risk_reduction,best_candidate_ids,baseline_ids,accepted_rel_0p01,max_risk_reduction_rel_0p01,accepted_rel_0p02,max_risk_reduction_rel_0p02,accepted_rel_0p05,max_risk_reduction_rel_0p05,accepted_rel_0p1,max_risk_reduction_rel_0p1
20055,2,cloud_0,1,4,1,8,0,,,,,r0000|r0013|r0015|r0022,0,,0,,0,,0,
20055,3,cloud_0,1,2,1,1,0,,,,,r0008|r0017,0,,0,,0,,0,
20056,0,cloud_0,1,1,1,1,0,,,,,r0005,0,,0,,0,,0,
20056,1,cloud_0,1,2,1,1,0,,,,,r0002|r0010,0,,0,,0,,0,
20056,2,cloud_0,1,2,1,1,0,,,,,r0011|r0023,0,,0,,0,,0,
20056,3,cloud_0,1,5,1,1,0,,,,,r0007|r0017|r0019|r0020|r0022,0,,0,,0,,0,
20056,4,cloud_0,1,2,1,1,0,,,,,r0001|r0014,0,,0,,0,,0,
20057,0,cloud_0,1,1,1,1,0,,,,,r0008,0,,0,,0,,0,
20057,1,cloud_0,1,3,1,4,0,,,,,r0005|r0009|r0018,0,,0,,0,,0,
20057,3,cloud_0,1,6,1,5,0,,,,,r0004|r0007|r0010|r0011|r0013|r0014,0,,0,,0,,0,
20057,4,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20058,0,cloud_0,1,1,1,1,0,,,,,r0003,0,,0,,0,,0,
20058,1,cloud_0,1,5,1,1,0,,,,,r0002|r0005|r0006|r0007|r0013,0,,0,,0,,0,
20058,2,cloud_0,1,2,1,4,2,0.20402534030452293,1.407955302303649,0.003573500951221626,r0017|r0021,r0011|r0016,0,,0,,0,,0,
20058,3,cloud_0,1,3,1,4,0,,,,,r0017|r0020|r0021,0,,0,,0,,0,
20058,4,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20059,0,cloud_0,1,1,1,1,0,,,,,r0022,0,,0,,0,,0,
20059,1,cloud_0,1,2,1,1,0,,,,,r0001|r0020,0,,0,,0,,0,
20059,2,cloud_0,1,4,1,10,0,,,,,r0013|r0015|r0016|r0018,0,,0,,0,,0,
20059,3,cloud_0,1,5,1,1,0,,,,,r0004|r0005|r0010|r0014|r0019,0,,0,,0,,0,
20060,0,cloud_0,1,1,1,1,0,,,,,r0022,0,,0,,0,,0,
20060,1,cloud_0,1,2,1,3,0,,,,,r0004|r0013,0,,0,,0,,0,
20060,2,cloud_0,1,6,1,22,0,,,,,r0001|r0006|r0012|r0015|r0019|r0023,0,,0,,0,,0,
20060,3,cloud_0,1,3,1,1,0,,,,,r0005|r0018|r0021,0,,0,,0,,0,
20061,0,cloud_0,1,1,1,1,0,,,,,r0002,0,,0,,0,,0,
20061,1,cloud_0,1,2,1,1,0,,,,,r0009|r0011,0,,0,,0,,0,
20061,2,cloud_0,1,2,1,1,0,,,,,r0007|r0018,0,,0,,0,,0,
20061,3,cloud_0,1,2,1,1,0,,,,,r0004|r0023,0,,0,,0,,0,
20061,4,cloud_0,1,5,1,1,0,,,,,r0003|r0006|r0012|r0013|r0020,0,,0,,0,,0,
20062,0,cloud_0,1,1,1,1,0,,,,,r0019,0,,0,,0,,0,
20062,1,cloud_0,1,1,1,1,0,,,,,r0014,0,,0,,0,,0,
20062,2,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20062,3,cloud_0,1,1,1,1,0,,,,,r0011,0,,0,,0,,0,
20062,4,cloud_0,1,6,1,1,0,,,,,r0003|r0004|r0006|r0021|r0022|r0023,0,,0,,0,,0,
20062,5,cloud_0,1,2,1,1,0,,,,,r0008|r0010,0,,0,,0,,0,
20063,0,cloud_0,1,1,1,1,0,,,,,r0019,0,,0,,0,,0,
20063,1,cloud_0,1,1,1,1,0,,,,,r0001,0,,0,,0,,0,
20063,2,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20063,3,cloud_0,1,2,1,1,0,,,,,r0011|r0020,0,,0,,0,,0,
20063,4,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20063,5,cloud_0,1,2,1,1,0,,,,,r0002|r0017,0,,0,,0,,0,
20063,6,cloud_0,1,1,1,1,0,,,,,r0014,0,,0,,0,,0,
20063,7,cloud_0,1,1,1,1,0,,,,,r0018,0,,0,,0,,0,
20063,8,cloud_0,1,1,1,1,0,,,,,r0004,0,,0,,0,,0,
20063,9,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20064,0,cloud_0,1,1,1,1,0,,,,,r0005,0,,0,,0,,0,
20064,1,cloud_0,1,1,1,1,0,,,,,r0011,0,,0,,0,,0,
20064,2,cloud_0,1,2,1,1,0,,,,,r0009|r0010,0,,0,,0,,0,
20064,3,cloud_0,1,3,1,1,0,,,,,r0002|r0016|r0020,0,,0,,0,,0,
20064,4,cloud_0,1,3,1,7,0,,,,,r0003|r0006|r0012,0,,0,,0,,0,
20064,5,cloud_0,1,2,1,1,0,,,,,r0001|r0004,0,,0,,0,,0,
20065,0,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20065,1,cloud_0,1,1,1,1,0,,,,,r0021,0,,0,,0,,0,
20065,2,cloud_0,1,1,1,1,0,,,,,r0008,0,,0,,0,,0,
20065,3,cloud_0,1,1,1,1,0,,,,,r0007,0,,0,,0,,0,
20065,4,cloud_0,1,2,1,1,0,,,,,r0018|r0023,0,,0,,0,,0,
20065,5,cloud_0,1,2,1,1,0,,,,,r0004|r0022,0,,0,,0,,0,
20065,6,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20065,7,cloud_0,1,1,1,1,0,,,,,r0015,0,,0,,0,,0,
20065,8,cloud_0,1,2,1,1,0,,,,,r0000|r0002,0,,0,,0,,0,
20066,0,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20066,2,cloud_0,1,6,1,1,0,,,,,r0001|r0002|r0006|r0011|r0020|r0022,0,,0,,0,,0,
20066,3,cloud_0,1,2,1,4,1,0.2001659288453019,1.4328166534085431,0.003918395381679485,r0000|r0012,r0000|r0015,0,,0,,0,,0,
20066,4,cloud_0,1,2,1,1,0,,,,,r0012|r0018,0,,0,,0,,0,
20067,0,cloud_0,1,1,1,1,0,,,,,r0002,0,,0,,0,,0,
20067,1,cloud_0,1,3,1,1,0,,,,,r0017|r0021|r0023,0,,0,,0,,0,
20067,2,cloud_0,1,4,1,1,0,,,,,r0003|r0007|r0012|r0014,0,,0,,0,,0,
20067,3,cloud_0,1,2,1,1,0,,,,,r0011|r0013,0,,0,,0,,0,
20067,4,cloud_0,1,2,1,1,0,,,,,r0000|r0015,0,,0,,0,,0,
20068,0,cloud_0,1,1,1,1,0,,,,,r0003,0,,0,,0,,0,
20068,1,cloud_0,1,3,1,1,0,,,,,r0005|r0008|r0022,0,,0,,0,,0,
20068,2,cloud_0,1,5,1,16,0,,,,,r0006|r0015|r0018|r0019|r0023,0,,0,,0,,0,
20068,3,cloud_0,1,3,1,1,0,,,,,r0007|r0011|r0020,0,,0,,0,,0,
20069,0,cloud_0,1,1,1,1,0,,,,,r0002,0,,0,,0,,0,
20069,1,cloud_0,1,1,1,1,0,,,,,r0023,0,,0,,0,,0,
20069,2,cloud_0,1,1,1,1,0,,,,,r0019,0,,0,,0,,0,
20069,3,cloud_0,1,1,1,1,0,,,,,r0001,0,,0,,0,,0,
20069,4,cloud_0,1,3,1,7,0,,,,,r0006|r0015|r0021,0,,0,,0,,0,
20069,5,cloud_0,1,3,1,5,1,0.16920365162710943,1.0944577598946053,0.0019367795392314785,r0011|r0013|r0014,r0009|r0013|r0022,0,,0,,0,,0,
20069,6,cloud_0,1,2,1,1,0,,,,,r0011|r0014,0,,0,,0,,0,
20070,0,cloud_0,1,1,1,1,0,,,,,r0004,0,,0,,0,,0,
20070,1,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20070,2,cloud_0,1,2,1,1,0,,,,,r0002|r0003,0,,0,,0,,0,
20070,3,cloud_0,1,1,1,1,0,,,,,r0001,0,,0,,0,,0,
20070,4,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20070,5,cloud_0,1,1,1,1,0,,,,,r0007,0,,0,,0,,0,
20070,6,cloud_0,1,3,1,1,0,,,,,r0009|r0012|r0023,0,,0,,0,,0,
20070,7,cloud_0,1,2,1,1,0,,,,,r0005|r0018,0,,0,,0,,0,
20071,0,cloud_0,1,1,1,1,0,,,,,r0015,0,,0,,0,,0,
20071,1,cloud_0,1,1,1,1,0,,,,,r0008,0,,0,,0,,0,
20071,2,cloud_0,1,2,1,3,0,,,,,r0000|r0003,0,,0,,0,,0,
20071,3,cloud_0,1,2,1,4,0,,,,,r0014|r0016,0,,0,,0,,0,
20071,4,cloud_0,1,3,1,1,0,,,,,r0001|r0012|r0019,0,,0,,0,,0,
20071,5,cloud_0,1,2,1,3,0,,,,,r0006|r0023,0,,0,,0,,0,
20071,6,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20072,0,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20072,1,cloud_0,1,2,1,1,0,,,,,r0009|r0010,0,,0,,0,,0,
20072,2,cloud_0,1,3,1,3,1,0.21511895948940693,1.413132028648505,0.9959084531054442,r0011|r0022|r0023,r0003|r0015|r0021,0,,0,,0,,0,
20072,4,cloud_0,1,5,1,1,0,,,,,r0004|r0005|r0007|r0022|r0023,0,,0,,0,,0,
20073,0,edge_5,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20073,1,edge_5,1,2,1,1,0,,,,,r0014|r0015,0,,0,,0,,0,
20073,2,edge_5,1,4,1,11,0,,,,,r0003|r0013|r0016|r0023,0,,0,,0,,0,
20073,3,edge_5,1,5,1,1,0,,,,,r0000|r0002|r0005|r0017|r0021,0,,0,,0,,0,
20074,0,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20074,1,cloud_0,1,1,1,1,0,,,,,r0019,0,,0,,0,,0,
20074,2,cloud_0,1,3,1,5,1,0.16756032566384338,1.04972142760343,0.0004547620603369655,r0006|r0014|r0023,r0003|r0006|r0018,0,,0,,0,,0,
20074,3,cloud_0,1,2,1,2,0,,,,,r0008|r0017,0,,0,,0,,0,
20074,4,cloud_0,1,2,1,3,0,,,,,r0012|r0022,0,,0,,0,,0,
20074,5,cloud_0,1,3,1,1,0,,,,,r0004|r0014|r0023,0,,0,,0,,0,
20075,0,cloud_0,1,1,1,1,0,,,,,r0005,0,,0,,0,,0,
20075,1,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20075,2,cloud_0,1,3,1,1,0,,,,,r0007|r0019|r0023,0,,0,,0,,0,
20075,3,cloud_0,1,5,1,16,4,0.12480815159929487,0.9505629959993191,0.0025944795755177344,r0001|r0002|r0003|r0004|r0017,r0002|r0004|r0015|r0017|r0021,0,,0,,0,,0,
20075,4,cloud_0,1,2,1,1,0,,,,,r0001|r0003,0,,0,,0,,0,
20076,0,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20076,1,cloud_0,1,1,1,1,0,,,,,r0021,0,,0,,0,,0,
20076,2,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20076,3,cloud_0,1,4,1,1,0,,,,,r0004|r0011|r0013|r0016,0,,0,,0,,0,
20076,4,cloud_0,1,3,1,7,0,,,,,r0000|r0007|r0019,0,,0,,0,,0,
20076,5,cloud_0,1,2,1,1,0,,,,,r0005|r0015,0,,0,,0,,0,
20077,0,cloud_0,1,1,1,1,0,,,,,r0017,0,,0,,0,,0,
20077,1,cloud_0,1,2,1,4,0,,,,,r0003|r0006,0,,0,,0,,0,
20077,2,cloud_0,1,2,1,1,0,,,,,r0011|r0019,0,,0,,0,,0,
20077,3,cloud_0,1,5,1,16,5,0.18997784097599837,1.5021565492422164,0.0066998929776428615,r0007|r0008|r0009|r0020|r0022,r0004|r0005|r0008|r0009|r0022,0,,0,,0,,0,
20077,4,cloud_0,1,2,1,1,0,,,,,r0007|r0020,0,,0,,0,,0,
20078,0,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20078,1,cloud_0,1,3,1,4,0,,,,,r0002|r0008|r0021,0,,0,,0,,0,
20078,2,cloud_0,1,2,1,1,0,,,,,r0011|r0015,0,,0,,0,,0,
20078,3,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20078,4,cloud_0,1,2,1,1,0,,,,,r0003|r0020,0,,0,,0,,0,
20078,5,cloud_0,1,2,1,3,0,,,,,r0009|r0010,0,,0,,0,,0,
20078,6,cloud_0,1,1,1,1,0,,,,,r0005,0,,0,,0,,0,
20079,0,cloud_0,1,1,1,1,0,,,,,r0002,0,,0,,0,,0,
20079,1,cloud_0,1,3,1,1,0,,,,,r0011|r0016|r0019,0,,0,,0,,0,
20079,2,cloud_0,1,2,1,1,0,,,,,r0010|r0022,0,,0,,0,,0,
20079,3,cloud_0,1,4,1,5,0,,,,,r0009|r0012|r0013|r0021,0,,0,,0,,0,
20079,4,cloud_0,1,2,1,1,0,,,,,r0006|r0020,0,,0,,0,,0,
20080,0,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20080,1,cloud_0,1,3,1,1,0,,,,,r0004|r0014|r0016,0,,0,,0,,0,
20080,2,cloud_0,1,8,1,1,0,,,,,r0000|r0001|r0005|r0011|r0013|r0018|r0021|r0023,0,,0,,0,,0,
20081,0,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20081,1,cloud_0,1,1,1,1,0,,,,,r0012,0,,0,,0,,0,
20081,2,cloud_0,1,2,1,2,1,0.3301032594745463,2.2474479066650446,0.055080185004266285,r0008|r0015,r0004|r0006,0,,0,,0,,0,
20081,3,cloud_0,1,6,1,15,1,0.019868796812154345,0.11672703538148355,0.00018197547796504343,r0005|r0008|r0016|r0017|r0020|r0023,r0005|r0010|r0015|r0016|r0017|r0020,0,,1,0.00018197547796504343,1,0.00018197547796504343,1,0.00018197547796504343
20081,4,cloud_0,1,2,1,1,0,,,,,r0008|r0023,0,,0,,0,,0,
20082,0,cloud_0,1,1,1,1,0,,,,,r0011,0,,0,,0,,0,
20082,1,cloud_0,1,4,1,1,0,,,,,r0001|r0003|r0014|r0021,0,,0,,0,,0,
20082,2,cloud_0,1,3,1,1,0,,,,,r0008|r0012|r0019,0,,0,,0,,0,
20082,3,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20082,4,cloud_0,1,3,1,1,0,,,,,r0000|r0007|r0020,0,,0,,0,,0,
20083,0,cloud_0,1,1,1,1,0,,,,,r0014,0,,0,,0,,0,
20083,1,cloud_0,1,1,1,1,0,,,,,r0000,0,,0,,0,,0,
20083,2,cloud_0,1,1,1,1,0,,,,,r0019,0,,0,,0,,0,
20083,3,cloud_0,1,1,1,1,0,,,,,r0021,0,,0,,0,,0,
20083,4,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20083,5,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20083,6,cloud_0,1,1,1,1,0,,,,,r0010,0,,0,,0,,0,
20083,7,cloud_0,1,2,1,3,0,,,,,r0003|r0004,0,,0,,0,,0,
20083,8,cloud_0,1,1,1,1,0,,,,,r0006,0,,0,,0,,0,
20083,9,cloud_0,1,2,1,1,0,,,,,r0011|r0016,0,,0,,0,,0,
20084,0,cloud_0,1,1,1,1,0,,,,,r0022,0,,0,,0,,0,
20084,1,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20084,2,cloud_0,1,1,1,1,0,,,,,r0005,0,,0,,0,,0,
20084,3,cloud_0,1,1,1,1,0,,,,,r0001,0,,0,,0,,0,
20084,4,cloud_0,1,2,1,1,0,,,,,r0004|r0023,0,,0,,0,,0,
20084,5,cloud_0,1,2,1,1,0,,,,,r0003|r0019,0,,0,,0,,0,
20084,6,cloud_0,1,1,1,1,0,,,,,r0007,0,,0,,0,,0,
20084,7,cloud_0,1,2,1,3,0,,,,,r0006|r0018,0,,0,,0,,0,
20084,8,cloud_0,1,1,1,1,0,,,,,r0010,0,,0,,0,,0,
20085,0,cloud_0,1,1,1,1,0,,,,,r0002,0,,0,,0,,0,
20085,1,cloud_0,1,1,1,1,0,,,,,r0008,0,,0,,0,,0,
20085,2,cloud_0,1,2,1,4,0,,,,,r0004|r0005,0,,0,,0,,0,
20085,3,cloud_0,1,3,1,7,1,0.13666430969614932,0.8231701085727492,0.004260186708923825,r0003|r0014|r0023,r0003|r0018|r0023,0,,0,,0,,0,
20085,4,cloud_0,1,2,1,4,1,0.4156077202203122,3.013055684706936,0.02383384728938484,r0007|r0015,r0007|r0011,0,,0,,0,,0,
20085,5,cloud_0,1,3,1,1,0,,,,,r0014|r0015|r0020,0,,0,,0,,0,
20086,0,cloud_0,1,1,1,1,0,,,,,r0007,0,,0,,0,,0,
20086,1,cloud_0,1,1,1,1,0,,,,,r0017,0,,0,,0,,0,
20086,2,cloud_0,1,1,1,1,0,,,,,r0004,0,,0,,0,,0,
20086,3,cloud_0,1,2,1,1,0,,,,,r0001|r0021,0,,0,,0,,0,
20086,4,cloud_0,1,3,1,4,0,,,,,r0003|r0008|r0012,0,,0,,0,,0,
20086,5,cloud_0,1,2,1,1,0,,,,,r0002|r0011,0,,0,,0,,0,
20086,6,cloud_0,1,2,1,1,0,,,,,r0005|r0013,0,,0,,0,,0,
20087,0,cloud_0,1,1,1,1,0,,,,,r0004,0,,0,,0,,0,
20087,1,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20087,2,cloud_0,1,1,1,1,0,,,,,r0014,0,,0,,0,,0,
20087,3,cloud_0,1,1,1,1,0,,,,,r0017,0,,0,,0,,0,
20087,4,cloud_0,1,2,1,3,0,,,,,r0000|r0006,0,,0,,0,,0,
20087,5,cloud_0,1,3,1,1,0,,,,,r0002|r0021|r0023,0,,0,,0,,0,
20087,6,cloud_0,1,3,1,1,0,,,,,r0008|r0010|r0011,0,,0,,0,,0,
20088,0,cloud_0,1,1,1,1,0,,,,,r0012,0,,0,,0,,0,
20088,1,cloud_0,1,1,1,1,0,,,,,r0006,0,,0,,0,,0,
20088,2,cloud_0,1,1,1,1,0,,,,,r0005,0,,0,,0,,0,
20088,3,cloud_0,1,2,1,1,0,,,,,r0001|r0004,0,,0,,0,,0,
20088,4,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20088,5,cloud_0,1,2,1,3,0,,,,,r0007|r0020,0,,0,,0,,0,
20088,6,cloud_0,1,2,1,1,0,,,,,r0003|r0013,0,,0,,0,,0,
20088,7,cloud_0,1,2,1,1,0,,,,,r0000|r0022,0,,0,,0,,0,
20089,0,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20089,1,cloud_0,1,1,1,1,0,,,,,r0011,0,,0,,0,,0,
20089,2,cloud_0,1,4,1,1,0,,,,,r0000|r0003|r0007|r0017,0,,0,,0,,0,
20089,3,cloud_0,1,2,1,3,0,,,,,r0010|r0015,0,,0,,0,,0,
20089,4,cloud_0,1,2,1,3,0,,,,,r0006|r0014,0,,0,,0,,0,
20089,5,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20089,6,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20090,0,cloud_0,1,1,1,1,0,,,,,r0014,0,,0,,0,,0,
20090,1,cloud_0,1,2,1,3,0,,,,,r0007|r0020,0,,0,,0,,0,
20090,2,cloud_0,1,1,1,1,0,,,,,r0010,0,,0,,0,,0,
20090,3,cloud_0,1,3,1,1,0,,,,,r0003|r0017|r0019,0,,0,,0,,0,
20090,4,cloud_0,1,2,1,4,0,,,,,r0018|r0023,0,,0,,0,,0,
20090,5,cloud_0,1,3,1,1,0,,,,,r0002|r0005|r0012,0,,0,,0,,0,
20091,0,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20091,1,cloud_0,1,3,1,7,3,0.34474008613253015,2.6822412477726454,4.535908995118888,r0012|r0015|r0018,r0009|r0011|r0012,0,,0,,0,,0,
20091,2,cloud_0,1,7,1,1,0,,,,,r0000|r0002|r0004|r0010|r0015|r0018|r0020,0,,0,,0,,0,
20091,3,cloud_0,1,1,1,1,0,,,,,r0019,0,,0,,0,,0,
20092,0,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20092,1,cloud_0,1,1,1,1,0,,,,,r0003,0,,0,,0,,0,
20092,2,cloud_0,1,1,1,1,0,,,,,r0008,0,,0,,0,,0,
20092,3,cloud_0,1,1,1,1,0,,,,,r0000,0,,0,,0,,0,
20092,4,cloud_0,1,1,1,1,0,,,,,r0022,0,,0,,0,,0,
20092,5,cloud_0,1,2,1,1,0,,,,,r0006|r0017,0,,0,,0,,0,
20092,6,cloud_0,1,2,1,4,0,,,,,r0018|r0020,0,,0,,0,,0,
20092,7,cloud_0,1,3,1,1,0,,,,,r0013|r0015|r0021,0,,0,,0,,0,
20093,0,cloud_0,1,1,1,1,0,,,,,r0004,0,,0,,0,,0,
20093,1,cloud_0,1,3,1,7,0,,,,,r0001|r0006|r0012,0,,0,,0,,0,
20093,2,cloud_0,1,4,1,1,0,,,,,r0000|r0003|r0007|r0019,0,,0,,0,,0,
20093,3,cloud_0,1,4,1,1,0,,,,,r0009|r0013|r0018|r0022,0,,0,,0,,0,
20094,0,cloud_0,1,1,1,1,0,,,,,r0019,0,,0,,0,,0,
20094,1,cloud_0,1,1,1,1,0,,,,,r0001,0,,0,,0,,0,
20094,2,cloud_0,1,1,1,1,0,,,,,r0014,0,,0,,0,,0,
20094,3,cloud_0,1,1,1,1,0,,,,,r0003,0,,0,,0,,0,
20094,4,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20094,5,cloud_0,1,1,1,1,0,,,,,r0015,0,,0,,0,,0,
20094,6,cloud_0,1,1,1,1,0,,,,,r0021,0,,0,,0,,0,
20094,7,cloud_0,1,1,1,1,0,,,,,r0017,0,,0,,0,,0,
20094,8,cloud_0,1,4,1,1,0,,,,,r0002|r0006|r0011|r0020,0,,0,,0,,0,
20095,0,cloud_0,1,1,1,1,0,,,,,r0022,0,,0,,0,,0,
20095,1,cloud_0,1,5,1,16,0,,,,,r0002|r0006|r0009|r0014|r0019,0,,0,,0,,0,
20095,2,cloud_0,1,3,1,5,1,0.09097878253126303,0.5662437932206901,0.007495881997210907,r0001|r0005|r0011,r0003|r0010|r0011,0,,0,,0,,1,0.007495881997210907
20095,3,cloud_0,1,2,1,3,1,0.09953758369375339,0.6500736355790506,0.01564820238602855,r0005|r0018,r0001|r0005,0,,0,,0,,1,0.01564820238602855
20095,4,cloud_0,1,1,1,1,0,,,,,r0018,0,,0,,0,,0,
20096,0,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20096,1,cloud_0,1,1,1,1,0,,,,,r0000,0,,0,,0,,0,
20096,2,cloud_0,1,1,1,1,0,,,,,r0004,0,,0,,0,,0,
20096,3,cloud_0,1,4,1,11,1,0.34349649140476973,2.4544606729527807,0.0041214945831654845,r0005|r0006|r0016|r0019,r0006|r0016|r0018|r0019,0,,0,,0,,0,
20096,4,cloud_0,1,5,1,1,0,,,,,r0003|r0005|r0007|r0021|r0022,0,,0,,0,,0,
20097,0,cloud_0,1,1,1,1,0,,,,,r0011,0,,0,,0,,0,
20097,1,cloud_0,1,3,1,7,0,,,,,r0016|r0020|r0021,0,,0,,0,,0,
20097,2,cloud_0,1,5,1,1,0,,,,,r0000|r0005|r0008|r0010|r0017,0,,0,,0,,0,
20097,3,cloud_0,1,3,1,1,0,,,,,r0002|r0003|r0009,0,,0,,0,,0,
20098,0,cloud_0,1,1,1,1,0,,,,,r0017,0,,0,,0,,0,
20098,1,cloud_0,1,1,1,1,0,,,,,r0008,0,,0,,0,,0,
20098,2,cloud_0,1,3,1,7,0,,,,,r0005|r0018|r0023,0,,0,,0,,0,
20098,3,cloud_0,1,6,1,1,0,,,,,r0002|r0003|r0004|r0006|r0019|r0022,0,,0,,0,,0,
20098,4,cloud_0,1,1,1,1,0,,,,,r0007,0,,0,,0,,0,
20099,0,cloud_0,1,1,1,1,0,,,,,r0016,0,,0,,0,,0,
20099,1,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20099,2,cloud_0,1,2,1,1,0,,,,,r0000|r0005,0,,0,,0,,0,
20099,3,cloud_0,1,1,1,1,0,,,,,r0009,0,,0,,0,,0,
20099,4,cloud_0,1,3,1,7,0,,,,,r0011|r0017|r0021,0,,0,,0,,0,
20099,5,cloud_0,1,4,1,1,0,,,,,r0001|r0007|r0015|r0022,0,,0,,0,,0,
20100,0,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
20100,1,cloud_0,1,1,1,1,0,,,,,r0022,0,,0,,0,,0,
20100,2,cloud_0,1,4,1,11,2,0.272266147563059,2.003048505182093,0.00041657922974704803,r0001|r0008|r0010|r0020,r0001|r0003|r0004|r0010,0,,0,,0,,0,
20100,3,cloud_0,1,4,1,7,3,0.0006147090475424418,0.0034569508593600418,0.0326064311018925,r0007|r0017|r0018|r0020,r0007|r0008|r0015|r0020,1,0.0326064311018925,1,0.0326064311018925,1,0.0326064311018925,1,0.03393377681430754
20100,4,cloud_0,1,2,1,1,0,,,,,r0017|r0018,0,,0,,0,,0,
20101,0,cloud_0,1,1,1,1,0,,,,,r0004,0,,0,,0,,0,
20101,1,cloud_0,1,4,1,1,0,,,,,r0007|r0010|r0015|r0018,0,,0,,0,,0,
20101,3,cloud_0,1,5,1,6,0,,,,,r0000|r0002|r0003|r0005|r0014,0,,0,,0,,0,
20101,4,cloud_0,1,1,1,1,0,,,,,r0001,0,,0,,0,,0,
20102,0,cloud_0,1,1,1,1,0,,,,,r0005,0,,0,,0,,0,
20102,1,cloud_0,1,1,1,1,0,,,,,r0006,0,,0,,0,,0,
20102,2,cloud_0,1,3,1,1,0,,,,,r0004|r0009|r0013,0,,0,,0,,0,
20102,3,cloud_0,1,1,1,1,0,,,,,r0020,0,,0,,0,,0,
20102,4,cloud_0,1,3,1,1,0,,,,,r0002|r0011|r0022,0,,0,,0,,0,
20102,5,cloud_0,1,1,1,1,0,,,,,r0000,0,,0,,0,,0,
20102,6,cloud_0,1,2,1,1,0,,,,,r0003|r0019,0,,0,,0,,0,
20103,0,cloud_0,1,1,1,1,0,,,,,r0021,0,,0,,0,,0,
20103,1,cloud_0,1,5,1,11,4,0.08457302637880589,0.6899647031737555,0.26512374061804383,r0002|r0005|r0015|r0016|r0023,r0001|r0002|r0004|r0016|r0023,0,,0,,0,,1,0.26512374061804383
20103,2,cloud_0,1,3,1,7,0,,,,,r0005|r0009|r0015,0,,0,,0,,0,
20103,3,cloud_0,1,3,1,1,0,,,,,r0007|r0010|r0012,0,,0,,0,,0,
20104,0,cloud_0,1,1,1,1,0,,,,,r0008,0,,0,,0,,0,
20104,1,cloud_0,1,1,1,1,0,,,,,r0017,0,,0,,0,,0,
20104,2,cloud_0,1,1,1,1,0,,,,,r0002,0,,0,,0,,0,
20104,3,cloud_0,1,2,1,1,0,,,,,r0007|r0013,0,,0,,0,,0,
20104,4,cloud_0,1,2,1,1,0,,,,,r0012|r0015,0,,0,,0,,0,
20104,5,cloud_0,1,2,1,1,0,,,,,r0018|r0019,0,,0,,0,,0,
20104,6,cloud_0,1,1,1,1,0,,,,,r0003,0,,0,,0,,0,
20104,7,cloud_0,1,2,1,1,0,,,,,r0004|r0009,0,,0,,0,,0,
20105,0,cloud_0,1,1,1,1,0,,,,,r0013,0,,0,,0,,0,
