episode_seed,mapping_id,mapping_success,selected_node_id,selected_group_size,selected_ids,matched_candidate_records
20023,2,1,cloud_0,1,r0000|r0002|r0015|r0023,1
20023,3,1,cloud_0,1,r0005|r0007|r0014,1
20024,0,1,cloud_0,1,r0014,1
20024,1,1,cloud_0,1,r0001|r0003|r0005|r0019|r0020|r0022,1
20024,2,1,cloud_0,1,r0009|r0012|r0015,1
20024,3,1,cloud_0,1,r0010|r0018,1
20025,0,1,cloud_0,1,r0015,1
20025,1,1,cloud_0,1,r0005|r0014,1
20025,2,1,cloud_0,1,r0021,1
20025,3,1,cloud_0,1,r0023,1
20025,4,1,cloud_0,1,r0012,1
20025,5,1,cloud_0,1,r0003|r0020,1
20025,6,1,cloud_0,1,r0000|r0007|r0013,1
20025,7,1,cloud_0,1,r0008,1
20026,0,1,cloud_0,1,r0022,1
20026,1,1,cloud_0,1,r0000|r0006,1
20026,2,1,cloud_0,1,r0004|r0020|r0021,1
20026,3,1,cloud_0,1,r0016,1
20026,4,1,cloud_0,1,r0018,1
20026,5,1,cloud_0,1,r0005,1
20026,6,1,cloud_0,1,r0012|r0019,1
20026,7,1,cloud_0,1,r0003,1
20027,0,1,cloud_0,1,r0000,1
20027,1,1,cloud_0,1,r0018,1
20027,2,1,cloud_0,1,r0003|r0013,1
20027,3,1,cloud_0,1,r0005|r0012|r0017,1
20027,4,1,cloud_0,1,r0001|r0010|r0011|r0014|r0021,1
20028,0,1,cloud_0,1,r0005,1
20028,1,1,cloud_0,1,r0000|r0001,1
20028,2,1,cloud_0,1,r0020,1
20028,3,1,cloud_0,1,r0019,1
20028,4,1,cloud_0,1,r0013,1
20028,5,1,cloud_0,1,r0014|r0016|r0017,1
20028,6,1,cloud_0,1,r0011|r0022,1
20028,7,1,cloud_0,1,r0010,1
20029,0,1,cloud_0,1,r0015,1
20029,1,1,cloud_0,1,r0017,1
20029,2,1,cloud_0,1,r0000|r0006|r0023,1
20029,3,1,cloud_0,1,r0005|r0008|r0020,1
20029,4,1,cloud_0,1,r0014|r0016,1
20029,5,1,cloud_0,1,r0009|r0012,1
20030,0,1,cloud_0,1,r0017,1
20030,1,1,cloud_0,1,r0000|r0007|r0014,1
20030,2,1,cloud_0,1,r0004,1
20030,3,1,cloud_0,1,r0005|r0006|r0009,1
20030,4,1,cloud_0,1,r0001|r0020|r0022,1
20030,5,1,cloud_0,1,r0013,1
20031,0,1,cloud_0,1,r0023,1
20031,1,1,cloud_0,1,r0009,1
20031,2,1,cloud_0,1,r0003,1
20031,3,1,cloud_0,1,r0008|r0010,1
20031,4,1,cloud_0,1,r0000|r0005|r0011,1
20031,5,1,cloud_0,1,r0012|r0014,1
20031,6,1,cloud_0,1,r0013|r0017,1
20032,0,1,cloud_0,1,r0004,1
20032,1,1,cloud_0,1,r0005,1
20032,2,1,cloud_0,1,r0019,1
20032,3,1,cloud_0,1,r0015,1
20032,4,1,cloud_0,1,r0003|r0006|r0010|r0020,1
20032,5,1,cloud_0,1,r0008|r0012|r0016,1
20032,6,1,cloud_0,1,r0009,1
20033,0,1,cloud_0,1,r0023,1
20033,1,1,cloud_0,1,r0006,1
20033,2,1,cloud_0,1,r0005|r0020,1
20033,3,1,cloud_0,1,r0000|r0013|r0021,1
20033,4,1,cloud_0,1,r0017|r0022,1
20033,5,1,cloud_0,1,r0004|r0014,1
20033,6,1,cloud_0,1,r0009,1
20034,0,1,edge_5,1,r0018,1
20034,1,1,edge_5,1,r0010|r0015,1
20034,2,1,edge_5,1,r0021,1
20034,3,1,edge_5,1,r0004,1
20034,4,1,edge_5,1,r0007|r0008|r0020|r0022,1
20034,5,1,edge_5,1,r0005|r0013|r0023,1
20035,0,1,cloud_0,1,r0021,1
20035,1,1,cloud_0,1,r0008,1
20035,2,1,cloud_0,1,r0001|r0002|r0013,1
20035,3,1,cloud_0,1,r0005|r0011,1
20035,4,1,cloud_0,1,r0009|r0010|r0018,1
20035,5,1,cloud_0,1,r0007|r0012,1
20036,0,1,cloud_0,1,r0023,1
20036,1,1,cloud_0,1,r0007,1
20036,2,1,cloud_0,1,r0018|r0021,1
20036,3,1,cloud_0,1,r0000|r0019,1
20036,4,1,cloud_0,1,r0002|r0003|r0008,1
20036,5,1,cloud_0,1,r0005|r0015,1
20036,6,1,cloud_0,1,r0010,1
20037,0,1,cloud_0,1,r0007,1
20037,1,1,cloud_0,1,r0002|r0004|r0009|r0015|r0023,1
20037,2,1,cloud_0,1,r0011|r0019,1
20037,3,1,cloud_0,1,r0008|r0013,1
20037,4,1,cloud_0,1,r0020,1
20037,5,1,cloud_0,1,r0010,1
20038,0,1,cloud_0,1,r0015,1
20038,1,1,cloud_0,1,r0004|r0017,1
20038,2,1,cloud_0,1,r0002|r0014|r0019,1
20038,3,1,cloud_0,1,r0010|r0016|r0018,1
20038,4,1,cloud_0,1,r0005|r0007|r0023,1
20039,0,1,cloud_0,1,r0014,1
20039,1,1,cloud_0,1,r0000|r0004|r0009,1
20039,2,1,cloud_0,1,r0010|r0011,1
20039,3,1,cloud_0,1,r0002|r0006|r0019|r0022,1
20039,4,1,cloud_0,1,r0012|r0021,1
20040,0,1,cloud_0,1,r0014,1
20040,1,1,cloud_0,1,r0012|r0013|r0015,1
20040,2,1,cloud_0,1,r0001|r0006|r0023,1
20040,3,1,cloud_0,1,r0005,1
20040,4,1,cloud_0,1,r0016,1
20040,5,1,cloud_0,1,r0007|r0009|r0011,1
20041,0,1,cloud_0,1,r0014,1
20041,1,1,cloud_0,1,r0003|r0005|r0009,1
20041,2,1,cloud_0,1,r0018,1
20041,3,1,cloud_0,1,r0006,1
20041,4,1,cloud_0,1,r0002|r0015|r0019,1
20041,5,1,cloud_0,1,r0008|r0012,1
20041,6,1,cloud_0,1,r0010,1
20042,0,1,cloud_0,1,r0002,1
20042,1,1,cloud_0,1,r0008|r0009|r0010|r0016|r0017,1
20042,2,1,cloud_0,1,r0000|r0001|r0014|r0018|r0023,1
20042,3,1,cloud_0,1,r0007,1
20043,0,1,cloud_0,1,r0000,1
20043,1,1,cloud_0,1,r0002|r0014,1
20043,2,1,cloud_0,1,r0003|r0008|r0013|r0016|r0023,1
20043,3,1,cloud_0,1,r0010|r0017,1
20043,4,1,cloud_0,1,r0004|r0005,1
20044,0,1,cloud_0,1,r0015,1
20044,1,1,cloud_0,1,r0000|r0009,1
20044,2,1,cloud_0,1,r0001|r0013|r0021,1
20044,3,1,cloud_0,1,r0002|r0007,1
20044,4,1,cloud_0,1,r0004|r0008,1
20044,5,1,cloud_0,1,r0017|r0020,1
20045,0,1,cloud_0,1,r0000,1
20045,1,1,cloud_0,1,r0008,1
20045,2,1,cloud_0,1,r0002|r0015,1
20045,3,1,cloud_0,1,r0003|r0004|r0010|r0013|r0020,1
20045,4,1,cloud_0,1,r0016|r0017|r0021,1
20046,0,1,cloud_0,1,r0005,1
20046,1,1,cloud_0,1,r0000|r0001|r0013|r0017,1
20046,2,1,cloud_0,1,r0004|r0012|r0016|r0022,1
20046,3,1,cloud_0,1,r0014|r0015|r0019,1
20047,0,1,cloud_0,1,r0007,1
20047,1,1,cloud_0,1,r0004|r0006,1
20047,2,1,cloud_0,1,r0022,1
20047,3,1,cloud_0,1,r0010|r0011|r0015,1
20047,4,1,cloud_0,1,r0001|r0014,1
20047,5,1,cloud_0,1,r0003|r0008|r0023,1
20048,0,1,cloud_0,1,r0001,1
20048,1,1,cloud_0,1,r0000|r0007,1
20048,2,1,cloud_0,1,r0013|r0020,1
20048,3,1,cloud_0,1,r0008,1
20048,4,1,cloud_0,1,r0003|r0011,1
20048,5,1,cloud_0,1,r0005|r0021,1
20048,6,1,cloud_0,1,r0004|r0017,1
20049,0,1,cloud_0,1,r0001,1
20049,1,1,cloud_0,1,r0000|r0009,1
20049,2,1,cloud_0,1,r0002|r0020|r0021,1
20049,3,1,cloud_0,1,r0006|r0007|r0008|r0013|r0014|r0019,1
20050,0,1,cloud_0,1,r0019,1
20050,1,1,cloud_0,1,r0000|r0013,1
20050,2,1,cloud_0,1,r0009|r0022,1
20050,3,1,cloud_0,1,r0003|r0012|r0020,1
20050,4,1,cloud_0,1,r0002|r0006|r0018|r0021,1
20051,0,1,cloud_0,1,r0010,1
20051,1,1,cloud_0,1,r0001|r0004|r0006|r0009|r0019,1
20051,2,1,cloud_0,1,r0005|r0014|r0022,1
20051,3,1,cloud_0,1,r0000|r0012|r0017,1
20052,0,1,cloud_0,1,r0011,1
20052,1,1,cloud_0,1,r0009,1
20052,2,1,cloud_0,1,r0023,1
20052,3,1,cloud_0,1,r0015|r0016|r0017|r0020,1
20052,4,1,cloud_0,1,r0002|r0004|r0005|r0014|r0022,1
20053,0,1,cloud_0,1,r0010,1
20053,1,1,cloud_0,1,r0013,1
20053,2,1,cloud_0,1,r0021,1
20053,3,1,cloud_0,1,r0002,1
20053,4,1,cloud_0,1,r0003,1
20053,5,1,cloud_0,1,r0014,1
20053,6,1,cloud_0,1,r0006|r0019|r0022,1
20053,7,1,cloud_0,1,r0000,1
20053,8,1,cloud_0,1,r0004,1
20053,9,1,cloud_0,1,r0007,1
20054,0,1,cloud_0,1,r0008,1
20054,1,1,cloud_0,1,r0003|r0021,1
20054,2,1,cloud_0,1,r0002|r0015,1
20054,3,1,cloud_0,1,r0020|r0022,1
20054,4,1,cloud_0,1,r0013|r0016|r0019|r0023,1
20054,5,1,cloud_0,1,r0000,1
20055,0,1,cloud_0,1,r0007,1
20055,1,1,cloud_0,1,r0004|r0005|r0006|r0010|r0016,1
20055,2,1,cloud_0,1,r0000|r0013|r0015|r0022,1
20055,3,1,cloud_0,1,r0008|r0017,1
20056,0,1,cloud_0,1,r0005,1
20056,1,1,cloud_0,1,r0002|r0010,1
20056,2,1,cloud_0,1,r0011|r0023,1
20056,3,1,cloud_0,1,r0007|r0017|r0019|r0020|r0022,1
20056,4,1,cloud_0,1,r0001|r0014,1
20057,0,1,cloud_0,1,r0008,1
20057,1,1,cloud_0,1,r0005|r0018,1
20057,2,1,cloud_0,1,r0001|r0011,1
20057,3,1,cloud_0,1,r0004|r0009|r0014|r0020,1
20057,4,1,cloud_0,1,r0007|r0010|r0013,1
20058,0,1,cloud_0,1,r0003,1
20058,1,1,cloud_0,1,r0002|r0005|r0006|r0007|r0013,1
20058,2,1,cloud_0,1,r0011|r0016,1
20058,3,1,cloud_0,1,r0017|r0020|r0021,1
20058,4,1,cloud_0,1,r0009,1
20059,0,1,cloud_0,1,r0022,1
20059,1,1,cloud_0,1,r0001|r0020,1
20059,2,1,cloud_0,1,r0013|r0015|r0016|r0018,1
20059,3,1,cloud_0,1,r0004|r0005|r0010|r0014|r0019,1
20060,0,1,cloud_0,1,r0022,1
20060,1,1,cloud_0,1,r0004|r0013,1
20060,2,1,cloud_0,1,r0001|r0015,1
20060,3,1,cloud_0,1,r0005|r0012|r0018,1
20060,4,1,cloud_0,1,r0006|r0019|r0023,1
20060,5,1,cloud_0,1,r0021,1
20061,0,1,cloud_0,1,r0002,1
20061,1,1,cloud_0,1,r0009|r0011,1
20061,2,1,cloud_0,1,r0007,1
20061,3,1,cloud_0,1,r0018,1
20061,4,1,cloud_0,1,r0004,1
20061,5,1,cloud_0,1,r0006|r0013|r0023,1
20061,6,1,cloud_0,1,r0003|r0012|r0020,1
20062,0,1,cloud_0,1,r0019,1
20062,1,1,cloud_0,1,r0014,1
20062,2,1,cloud_0,1,r0016,1
20062,3,1,cloud_0,1,r0011,1
20062,4,1,cloud_0,1,r0003|r0004|r0006|r0021|r0022|r0023,1
20062,5,1,cloud_0,1,r0008|r0010,1
20063,0,1,cloud_0,1,r0019,1
20063,1,1,cloud_0,1,r0001,1
20063,2,1,cloud_0,1,r0013,1
20063,3,1,cloud_0,1,r0011|r0020,1
20063,4,1,cloud_0,1,r0016,1
20063,5,1,cloud_0,1,r0002|r0017,1
20063,6,1,cloud_0,1,r0014,1
20063,7,1,cloud_0,1,r0018,1
20063,8,1,cloud_0,1,r0004,1
20063,9,1,cloud_0,1,r0009,1
20064,0,1,cloud_0,1,r0005,1
20064,1,1,cloud_0,1,r0011,1
20064,2,1,cloud_0,1,r0009|r0010,1
20064,3,1,cloud_0,1,r0002|r0016|r0020,1
20064,4,1,cloud_0,1,r0003|r0006|r0012,1
20064,5,1,cloud_0,1,r0001|r0004,1
20065,0,1,cloud_0,1,r0009,1
20065,1,1,cloud_0,1,r0021,1
20065,2,1,cloud_0,1,r0008,1
20065,3,1,cloud_0,1,r0007,1
20065,4,1,cloud_0,1,r0018|r0023,1
20065,5,1,cloud_0,1,r0004|r0022,1
20065,6,1,cloud_0,1,r0020,1
20065,7,1,cloud_0,1,r0015,1
20065,8,1,cloud_0,1,r0000|r0002,1
20066,0,1,cloud_0,1,r0016,1
20066,1,1,cloud_0,1,r0001|r0005,1
20066,2,1,cloud_0,1,r0006|r0011|r0020|r0022,1
20066,3,1,cloud_0,1,r0000|r0002|r0012,1
20066,4,1,cloud_0,1,r0015|r0018,1
20067,0,1,cloud_0,1,r0002,1
20067,1,1,cloud_0,1,r0017|r0021|r0023,1
20067,2,1,cloud_0,1,r0003|r0007|r0012|r0014,1
20067,3,1,cloud_0,1,r0011|r0013,1
20067,4,1,cloud_0,1,r0000|r0015,1
20068,0,1,cloud_0,1,r0003,1
20068,1,1,cloud_0,1,r0005|r0022,1
20068,2,1,cloud_0,1,r0007|r0008|r0011,1
20068,3,1,cloud_0,1,r0015,1
20068,4,1,cloud_0,1,r0019,1
20068,5,1,cloud_0,1,r0018,1
20068,6,1,cloud_0,1,r0020,1
20068,7,1,cloud_0,1,r0006|r0023,1
20069,0,1,cloud_0,1,r0002,1
20069,1,1,cloud_0,1,r0023,1
20069,2,1,cloud_0,1,r0019,1
20069,3,1,cloud_0,1,r0001,1
20069,4,1,cloud_0,1,r0006|r0015|r0021,1
20069,5,1,cloud_0,1,r0009|r0013|r0022,1
20069,6,1,cloud_0,1,r0011|r0014,1
20070,0,1,cloud_0,1,r0004,1
20070,1,1,cloud_0,1,r0016,1
20070,2,1,cloud_0,1,r0002|r0003,1
20070,3,1,cloud_0,1,r0001,1
20070,4,1,cloud_0,1,r0020,1
20070,5,1,cloud_0,1,r0007,1
20070,6,1,cloud_0,1,r0009|r0012|r0023,1
20070,7,1,cloud_0,1,r0005|r0018,1
20071,0,1,cloud_0,1,r0015,1
20071,1,1,cloud_0,1,r0008,1
20071,2,1,cloud_0,1,r0000|r0003,1
20071,3,1,cloud_0,1,r0014|r0016,1
20071,4,1,cloud_0,1,r0001|r0012|r0019,1
20071,5,1,cloud_0,1,r0006|r0023,1
20071,6,1,cloud_0,1,r0009,1
20072,0,1,cloud_0,1,r0016,1
20072,1,1,cloud_0,1,r0010,1
20072,2,1,cloud_0,1,r0009,1
20072,3,1,cloud_0,1,r0003|r0021,1
20072,4,1,cloud_0,1,r0011|r0023,1
20072,5,1,cloud_0,1,r0015|r0022,1
20072,6,1,cloud_0,1,r0004|r0005|r0007,1
20073,0,1,cloud_0,1,r0020,1
20073,1,1,cloud_0,1,r0013|r0014|r0016,1
20073,2,1,cloud_0,1,r0003|r0017,1
20073,3,1,cloud_0,1,r0005|r0023,1
20073,4,1,cloud_0,1,r0000|r0002|r0015|r0021,1
20074,0,1,cloud_0,1,r0020,1
20074,1,1,cloud_0,1,r0019,1
20074,2,1,cloud_0,1,r0003|r0006|r0018,1
20074,3,1,cloud_0,1,r0008|r0017,1
20074,4,1,cloud_0,1,r0012|r0022,1
20074,5,1,cloud_0,1,r0004|r0014|r0023,1
20075,0,1,cloud_0,1,r0005,1
20075,1,1,cloud_0,1,r0020,1
20075,2,1,cloud_0,1,r0007|r0019|r0023,1
20075,3,1,cloud_0,1,r0002|r0004|r0015|r0017|r0021,1
20075,4,1,cloud_0,1,r0001|r0003,1
20076,0,1,cloud_0,1,r0009,1
20076,1,1,cloud_0,1,r0021,1
20076,2,1,cloud_0,1,r0020,1
20076,3,1,cloud_0,1,r0004|r0011|r0013|r0016,1
20076,4,1,cloud_0,1,r0000|r0007|r0019,1
20076,5,1,cloud_0,1,r0005|r0015,1
20077,0,1,cloud_0,1,r0017,1
20077,1,1,cloud_0,1,r0003|r0006,1
20077,2,1,cloud_0,1,r0011|r0019,1
20077,3,1,cloud_0,1,r0004|r0005|r0008|r0009|r0022,1
20077,4,1,cloud_0,1,r0007|r0020,1
20078,0,1,cloud_0,1,r0013,1
20078,1,1,cloud_0,1,r0002|r0008|r0021,1
20078,2,1,cloud_0,1,r0011|r0015,1
20078,3,1,cloud_0,1,r0016,1
20078,4,1,cloud_0,1,r0009|r0020,1
20078,5,1,cloud_0,1,r0003|r0005,1
20078,6,1,cloud_0,1,r0010,1
20079,0,1,cloud_0,1,r0002,1
20079,1,1,cloud_0,1,r0011|r0016|r0019,1
20079,2,1,cloud_0,1,r0010|r0022,1
20079,3,1,cloud_0,1,r0009|r0012|r0013|r0021,1
20079,4,1,cloud_0,1,r0006|r0020,1
20080,0,1,cloud_0,1,r0020,1
20080,1,1,cloud_0,1,r0004|r0014|r0016,1
20080,2,1,cloud_0,1,r0000|r0001|r0005|r0011|r0013|r0018|r0021|r0023,1
20081,0,1,cloud_0,1,r0013,1
20081,1,1,cloud_0,1,r0012,1
20081,2,1,cloud_0,1,r0004|r0006,1
20081,3,1,cloud_0,1,r0005|r0010|r0015|r0016|r0017|r0020,1
20081,4,1,cloud_0,1,r0008|r0023,1
20082,0,1,cloud_0,1,r0011,1
20082,1,1,cloud_0,1,r0001,1
20082,2,1,cloud_0,1,r0003,1
20082,3,1,cloud_0,1,r0014|r0021,1
20082,4,1,cloud_0,1,r0008,1
20082,5,1,cloud_0,1,r0019,1
20082,6,1,cloud_0,1,r0012,1
20082,7,1,cloud_0,1,r0009,1
20082,8,1,cloud_0,1,r0020,1
20082,9,1,cloud_0,1,r0007,1
20082,10,1,cloud_0,1,r0000,1
20083,0,1,cloud_0,1,r0014,1
20083,1,1,cloud_0,1,r0000,1
20083,2,1,cloud_0,1,r0019,1
20083,3,1,cloud_0,1,r0021,1
20083,4,1,cloud_0,1,r0013,1
20083,5,1,cloud_0,1,r0009,1
20083,6,1,cloud_0,1,r0010,1
20083,7,1,cloud_0,1,r0003|r0004,1
20083,8,1,cloud_0,1,r0006,1
20083,9,1,cloud_0,1,r0011|r0016,1
20084,0,1,cloud_0,1,r0022,1
20084,1,1,cloud_0,1,r0009,1
20084,2,1,cloud_0,1,r0005,1
20084,3,1,cloud_0,1,r0001,1
20084,4,1,cloud_0,1,r0004|r0023,1
20084,5,1,cloud_0,1,r0003|r0019,1
20084,6,1,cloud_0,1,r0007,1
20084,7,1,cloud_0,1,r0006|r0018,1
20084,8,1,cloud_0,1,r0010,1
20085,0,1,cloud_0,1,r0002,1
20085,1,1,cloud_0,1,r0008,1
20085,2,1,cloud_0,1,r0003|r0005|r0015|r0018,1
20085,3,1,cloud_0,1,r0004|r0011|r0023,1
20085,4,1,cloud_0,1,r0007|r0014|r0020,1
20086,0,1,cloud_0,1,r0007,1
20086,1,1,cloud_0,1,r0017,1
20086,2,1,cloud_0,1,r0004,1
20086,3,1,cloud_0,1,r0001|r0021,1
20086,4,1,cloud_0,1,r0003|r0008|r0012,1
20086,5,1,cloud_0,1,r0002|r0011,1
20086,6,1,cloud_0,1,r0005|r0013,1
20087,0,1,cloud_0,1,r0004,1
20087,1,1,cloud_0,1,r0020,1
20087,2,1,cloud_0,1,r0014,1
20087,3,1,cloud_0,1,r0017,1
20087,4,1,cloud_0,1,r0000|r0006,1
20087,5,1,cloud_0,1,r0002|r0021|r0023,1
20087,6,1,cloud_0,1,r0008|r0010|r0011,1
20088,0,1,cloud_0,1,r0012,1
20088,1,1,cloud_0,1,r0006,1
20088,2,1,cloud_0,1,r0005,1
20088,3,1,cloud_0,1,r0001|r0004,1
20088,4,1,cloud_0,1,r0016,1
20088,5,1,cloud_0,1,r0007|r0020,1
20088,6,1,cloud_0,1,r0003|r0013,1
20088,7,1,cloud_0,1,r0000|r0022,1
20089,0,1,cloud_0,1,r0016,1
20089,1,1,cloud_0,1,r0011,1
20089,2,1,cloud_0,1,r0000|r0003|r0007|r0017,1
20089,3,1,cloud_0,1,r0010|r0015,1
20089,4,1,cloud_0,1,r0006|r0014,1
20089,5,1,cloud_0,1,r0013,1
20089,6,1,cloud_0,1,r0020,1
20090,0,1,cloud_0,1,r0014,1
20090,1,1,cloud_0,1,r0007|r0020,1
20090,2,1,cloud_0,1,r0010,1
20090,3,1,cloud_0,1,r0019|r0023,1
20090,4,1,cloud_0,1,r0003|r0017,1
20090,5,1,cloud_0,1,r0002|r0005|r0012|r0018,1
20091,0,1,cloud_0,1,r0016,1
20091,1,1,cloud_0,1,r0009,1
20091,2,1,cloud_0,1,r0011|r0012,1
20091,3,1,cloud_0,1,r0015|r0018|r0020,1
20091,4,1,cloud_0,1,r0000|r0002,1
20091,5,1,cloud_0,1,r0004|r0010|r0019,1
20092,0,1,cloud_0,1,r0016,1
20092,1,1,cloud_0,1,r0003,1
20092,2,1,cloud_0,1,r0008,1
20092,3,1,cloud_0,1,r0000,1
20092,4,1,cloud_0,1,r0022,1
20092,5,1,cloud_0,1,r0006|r0017,1
20092,6,1,cloud_0,1,r0018|r0020,1
20092,7,1,cloud_0,1,r0013|r0015|r0021,1
20093,0,1,cloud_0,1,r0004,1
20093,1,1,cloud_0,1,r0001|r0006|r0012,1
20093,2,1,cloud_0,1,r0000|r0003|r0007|r0009|r0019,1
20093,3,1,cloud_0,1,r0013|r0018|r0022,1
20094,0,1,cloud_0,1,r0019,1
20094,1,1,cloud_0,1,r0001,1
20094,2,1,cloud_0,1,r0014,1
20094,3,1,cloud_0,1,r0003,1
20094,4,1,cloud_0,1,r0016,1
20094,5,1,cloud_0,1,r0015,1
20094,6,1,cloud_0,1,r0021,1
20094,7,1,cloud_0,1,r0017,1
20094,8,1,cloud_0,1,r0002|r0006|r0011|r0020,1
20095,0,1,cloud_0,1,r0022,1
20095,1,1,cloud_0,1,r0019,1
20095,2,1,cloud_0,1,r0009,1
20095,3,1,cloud_0,1,r0005,1
20095,4,1,cloud_0,1,r0002|r0003|r0006|r0014,1
20095,5,1,cloud_0,1,r0001|r0010|r0011|r0018,1
20096,0,1,cloud_0,1,r0013,1
20096,1,1,cloud_0,1,r0000,1
20096,2,1,cloud_0,1,r0004,1
20096,3,1,cloud_0,1,r0006|r0016|r0018|r0019,1
20096,4,1,cloud_0,1,r0003|r0005|r0007|r0021|r0022,1
20097,0,1,cloud_0,1,r0011,1
